	CHEMBL101	CHEMBL1064	CHEMBL107	CHEMBL108	CHEMBL1089221	CHEMBL109	CHEMBL11	CHEMBL112	CHEMBL113	CHEMBL1177	CHEMBL12	CHEMBL1200688	CHEMBL1200714	CHEMBL1201082	CHEMBL1201088	CHEMBL1201089	CHEMBL1201093	CHEMBL1201097	CHEMBL1201288	CHEMBL123292	CHEMBL130	CHEMBL1314	CHEMBL1381098	CHEMBL139	CHEMBL1395	CHEMBL1411979	CHEMBL1430	CHEMBL1431	CHEMBL1440	CHEMBL1479	CHEMBL1503	CHEMBL154	CHEMBL1542	CHEMBL1560	CHEMBL1566	CHEMBL15770	CHEMBL159226	CHEMBL16	CHEMBL16068	CHEMBL16073	CHEMBL1609891	CHEMBL1628227	CHEMBL164290	CHEMBL165908	CHEMBL1697693	CHEMBL1697694	CHEMBL1697830	CHEMBL1697856	CHEMBL1790041	CHEMBL190	CHEMBL19224	CHEMBL193	CHEMBL20	CHEMBL203187	CHEMBL2037000	CHEMBL2105617	CHEMBL228514	CHEMBL23	CHEMBL232201	CHEMBL23832	CHEMBL25	CHEMBL26	CHEMBL267345	CHEMBL27	CHEMBL273386	CHEMBL2766015	CHEMBL288958	CHEMBL295416	CHEMBL295698	CHEMBL30	CHEMBL35	CHEMBL351487	CHEMBL374478	CHEMBL384467	CHEMBL388590	CHEMBL40	CHEMBL415	CHEMBL42	CHEMBL421	CHEMBL429	CHEMBL429023	CHEMBL44657	CHEMBL44814	CHEMBL44884	CHEMBL457	CHEMBL459	CHEMBL472	CHEMBL479	CHEMBL49	CHEMBL498	CHEMBL502074	CHEMBL502682	CHEMBL505	CHEMBL505513	CHEMBL514	CHEMBL517	CHEMBL521	CHEMBL521035	CHEMBL54	CHEMBL54349	CHEMBL562	CHEMBL56367	CHEMBL565	CHEMBL572	CHEMBL578	CHEMBL599	CHEMBL6	CHEMBL606759	CHEMBL623	CHEMBL629	CHEMBL633	CHEMBL637	CHEMBL64	CHEMBL643	CHEMBL646	CHEMBL6466	CHEMBL672	CHEMBL686	CHEMBL691	CHEMBL695	CHEMBL71	CHEMBL726	CHEMBL75880	CHEMBL782	CHEMBL8	CHEMBL806	CHEMBL822	CHEMBL83	CHEMBL833	CHEMBL843	CHEMBL85728	CHEMBL869	CHEMBL88	CHEMBL896	CHEMBL902	CHEMBL92401	CHEMBL95	CHEMBL964	CHEMBL986
CHEMBL502682	0.55	0.72	0.64	0.57	0.5	0.85	0.56	0.59	0.7	0.62	0.51	0.71	0.6	0.66	0.56	0.59	0.83	0.58	0.54	0.7	0.54	0.79	0.62	0.54	0.76	0.53	0.82	0.92	0.57	0.61	0.45	0.69	0.64	0.72	0.7	0.62	0.69	0.56	0.8	0.61	0.79	0.69	0.92	0.89	0.94	0.7	0.76	0.56	0.59	0.68	0.52	0.55	0.85	0.8	0.89	0.5	0.85	0.49	0.66	0.54	0.7	0.55	0.66	0.61	0.68	0.87	0.92	0.48	0.55	0.69	0.54	0.65	0.52	0.74	0.67	0.62	0.58	0.55	0.51	0.53	0.68	0.67	1.0	0.79	0.71	0.63	0.59	0.58	0.62	0.68	0.72	0.0	0.52	0.63	0.83	0.42	0.66	0.65	0.62	0.47	0.7	0.67	0.76	0.62	0.48	0.53	0.43	0.8	0.6	0.68	0.61	0.65	0.55	0.57	0.55	0.75	0.69	0.54	0.72	0.84	0.6	0.52	0.8	0.63	0.5	0.57	0.64	0.68	0.61	0.46	0.63	0.66	0.87	0.59	0.7	0.51	0.48	0.9	0.79
CHEMBL505	0.49	0.77	0.67	0.45	0.52	0.88	0.36	0.59	0.7	0.65	0.32	0.82	0.47	0.62	0.32	0.64	0.89	0.81	0.63	0.81	0.58	0.89	0.48	0.48	0.78	0.4	0.9	0.9	0.66	0.59	0.5	0.7	0.73	0.85	0.77	0.67	0.65	0.57	0.7	0.61	0.9	0.61	0.88	0.87	0.93	0.73	0.75	0.62	0.69	0.72	0.39	0.56	0.92	0.91	0.9	0.53	0.71	0.59	0.72	0.55	0.73	0.66	0.77	0.65	0.66	0.85	0.94	0.41	0.46	0.7	0.6	0.52	0.66	0.8	0.73	0.58	0.29	0.34	0.51	0.63	0.73	0.74	0.99	0.86	0.72	0.68	0.61	0.49	0.55	0.61	0.68	0.52	0.0	0.75	0.82	0.22	0.64	0.76	0.52	0.31	0.7	0.67	0.69	0.69	0.62	0.56	0.46	0.89	0.52	0.5	0.67	0.58	0.37	0.47	0.37	0.71	0.65	0.55	0.68	0.89	0.42	0.5	0.73	0.61	0.56	0.52	0.47	0.62	0.47	0.49	0.46	0.68	0.85	0.42	0.76	0.36	0.3	0.86	0.75
CHEMBL505513	0.68	0.6	0.6	0.7	0.7	0.78	0.71	0.68	0.75	0.66	0.71	0.48	0.71	0.67	0.73	0.6	0.76	0.43	0.66	0.6	0.58	0.72	0.79	0.7	0.68	0.77	0.76	0.87	0.59	0.7	0.73	0.76	0.83	0.65	0.32	0.75	0.69	0.66	0.86	0.68	0.76	0.71	0.86	0.78	0.9	0.69	0.7	0.65	0.64	0.74	0.71	0.63	0.8	0.77	0.77	0.61	0.91	0.67	0.76	0.67	0.74	0.65	0.42	0.62	0.75	0.77	0.85	0.73	0.63	0.8	0.67	0.78	0.61	0.64	0.77	0.65	0.73	0.72	0.7	0.58	0.7	0.66	1.0	0.68	0.74	0.68	0.65	0.74	0.68	0.72	0.76	0.63	0.75	0.0	0.7	0.7	0.73	0.49	0.67	0.72	0.75	0.73	0.77	0.69	0.51	0.69	0.7	0.51	0.65	0.74	0.7	0.67	0.74	0.74	0.77	0.76	0.74	0.67	0.76	0.71	0.76	0.69	0.69	0.68	0.61	0.7	0.74	0.69	0.77	0.63	0.75	0.73	0.79	0.62	0.82	0.7	0.77	0.85	0.72
CHEMBL514	0.76	0.86	0.78	0.74	0.85	0.79	0.8	0.78	0.79	0.8	0.77	0.78	0.76	0.78	0.81	0.84	0.69	0.69	0.77	0.7	0.7	0.64	0.86	0.79	0.85	0.84	0.72	0.77	0.82	0.85	0.84	0.9	0.83	0.69	0.73	0.88	0.84	0.72	0.89	0.79	0.69	0.84	0.66	0.66	0.77	0.91	0.83	0.8	0.77	0.77	0.87	0.8	0.72	0.71	0.84	0.84	0.89	0.83	0.91	0.82	0.89	0.78	0.79	0.8	0.85	0.84	0.57	0.8	0.83	0.77	0.83	0.83	0.86	0.87	0.92	0.72	0.79	0.78	0.84	0.78	0.91	0.91	0.97	0.59	0.88	0.83	0.76	0.82	0.77	0.64	0.89	0.83	0.82	0.7	0.0	0.8	0.86	0.79	0.8	0.8	0.89	0.83	0.86	0.77	0.72	0.82	0.87	0.7	0.75	0.8	0.87	0.81	0.81	0.8	0.82	0.89	0.88	0.82	0.9	0.73	0.8	0.83	0.58	0.65	0.8	0.75	0.81	0.84	0.82	0.83	0.8	0.82	0.58	0.76	0.81	0.77	0.85	0.74	0.84
CHEMBL517	0.4	0.7	0.62	0.42	0.5	0.83	0.39	0.53	0.65	0.55	0.38	0.76	0.53	0.61	0.36	0.6	0.83	0.74	0.55	0.73	0.54	0.83	0.51	0.46	0.72	0.43	0.83	0.89	0.57	0.52	0.49	0.64	0.72	0.79	0.74	0.62	0.64	0.46	0.72	0.56	0.84	0.6	0.88	0.86	0.92	0.69	0.72	0.56	0.64	0.65	0.39	0.49	0.87	0.85	0.87	0.51	0.79	0.52	0.66	0.46	0.67	0.58	0.7	0.62	0.65	0.82	0.9	0.43	0.51	0.7	0.6	0.54	0.6	0.74	0.68	0.42	0.44	0.43	0.43	0.53	0.68	0.7	1.0	0.82	0.66	0.6	0.58	0.5	0.45	0.65	0.66	0.42	0.22	0.7	0.8	0.0	0.57	0.72	0.53	0.3	0.71	0.65	0.73	0.62	0.52	0.52	0.46	0.86	0.56	0.53	0.62	0.59	0.27	0.49	0.47	0.69	0.66	0.45	0.67	0.84	0.52	0.49	0.73	0.58	0.46	0.46	0.49	0.62	0.58	0.42	0.47	0.6	0.85	0.51	0.75	0.25	0.31	0.87	0.72
CHEMBL521	0.53	0.44	0.6	0.57	0.64	0.58	0.56	0.56	0.88	0.42	0.6	0.69	0.56	0.54	0.56	0.4	0.77	0.75	0.63	0.66	0.57	0.82	0.57	0.44	0.5	0.75	0.74	0.95	0.52	0.57	0.74	0.32	0.93	0.75	0.72	0.31	0.44	0.45	0.54	0.61	0.77	0.49	0.91	0.89	0.95	0.48	0.51	0.58	0.66	0.89	0.66	0.46	0.9	0.78	0.74	0.58	0.67	0.58	0.48	0.44	0.37	0.58	0.58	0.55	0.61	0.7	0.93	0.63	0.71	0.91	0.63	0.55	0.66	0.56	0.52	0.4	0.6	0.67	0.64	0.5	0.54	0.51	1.0	0.83	0.36	0.38	0.6	0.69	0.77	0.61	0.41	0.66	0.64	0.73	0.86	0.57	0.0	0.63	0.42	0.67	0.56	0.67	0.51	0.72	0.41	0.64	0.6	0.83	0.7	0.44	0.53	0.44	0.65	0.68	0.7	0.43	0.46	0.43	0.44	0.83	0.7	0.64	0.79	0.52	0.55	0.56	0.52	0.5	0.63	0.64	0.52	0.69	0.89	0.55	0.89	0.64	0.65	0.9	0.56
CHEMBL521035	0.68	0.49	0.62	0.75	0.64	0.66	0.72	0.7	0.83	0.6	0.74	0.43	0.71	0.64	0.74	0.4	0.69	0.52	0.72	0.61	0.64	0.73	0.78	0.68	0.62	0.81	0.69	0.9	0.56	0.66	0.76	0.67	0.88	0.58	0.43	0.68	0.58	0.69	0.85	0.69	0.72	0.65	0.84	0.77	0.91	0.62	0.63	0.64	0.68	0.84	0.72	0.6	0.86	0.73	0.69	0.64	0.9	0.61	0.68	0.65	0.64	0.62	0.39	0.59	0.75	0.74	0.89	0.77	0.68	0.85	0.67	0.77	0.64	0.58	0.7	0.71	0.74	0.77	0.72	0.59	0.64	0.62	1.0	0.7	0.61	0.63	0.67	0.78	0.75	0.79	0.69	0.65	0.76	0.49	0.79	0.72	0.63	0.0	0.62	0.76	0.64	0.74	0.67	0.74	0.51	0.74	0.69	0.61	0.7	0.71	0.61	0.58	0.78	0.77	0.79	0.7	0.64	0.65	0.72	0.65	0.79	0.72	0.73	0.73	0.66	0.73	0.71	0.63	0.75	0.67	0.78	0.75	0.82	0.61	0.86	0.75	0.8	0.83	0.66
CHEMBL54	0.56	0.6	0.53	0.58	0.6	0.77	0.54	0.55	0.84	0.46	0.5	0.68	0.44	0.45	0.55	0.42	0.79	0.7	0.57	0.66	0.5	0.83	0.6	0.41	0.58	0.71	0.81	0.93	0.43	0.52	0.68	0.48	0.89	0.76	0.65	0.46	0.51	0.5	0.68	0.61	0.83	0.46	0.88	0.84	0.93	0.56	0.55	0.58	0.59	0.85	0.58	0.52	0.9	0.83	0.81	0.54	0.69	0.55	0.47	0.4	0.47	0.5	0.61	0.5	0.62	0.77	0.92	0.61	0.58	0.89	0.49	0.6	0.59	0.59	0.5	0.47	0.47	0.54	0.55	0.39	0.52	0.57	0.99	0.81	0.53	0.47	0.43	0.63	0.71	0.57	0.51	0.62	0.52	0.67	0.8	0.53	0.42	0.62	0.0	0.56	0.51	0.65	0.54	0.64	0.47	0.6	0.48	0.8	0.55	0.47	0.45	0.39	0.59	0.61	0.62	0.52	0.38	0.4	0.51	0.82	0.56	0.56	0.71	0.57	0.44	0.6	0.5	0.47	0.51	0.57	0.58	0.63	0.82	0.38	0.89	0.59	0.62	0.87	0.67
CHEMBL54349	0.5	0.78	0.7	0.52	0.53	0.87	0.53	0.63	0.51	0.62	0.41	0.82	0.53	0.69	0.51	0.68	0.87	0.76	0.58	0.79	0.6	0.87	0.62	0.5	0.78	0.4	0.88	0.9	0.67	0.6	0.42	0.71	0.6	0.81	0.8	0.68	0.71	0.53	0.78	0.65	0.89	0.69	0.91	0.89	0.95	0.73	0.76	0.65	0.68	0.54	0.5	0.61	0.85	0.9	0.9	0.58	0.78	0.58	0.7	0.58	0.73	0.62	0.78	0.71	0.71	0.86	0.92	0.39	0.36	0.63	0.6	0.63	0.63	0.8	0.71	0.56	0.48	0.42	0.47	0.64	0.72	0.74	0.99	0.87	0.74	0.69	0.59	0.6	0.43	0.64	0.75	0.47	0.31	0.72	0.8	0.3	0.67	0.76	0.56	0.0	0.7	0.72	0.73	0.63	0.59	0.52	0.43	0.9	0.5	0.65	0.66	0.68	0.44	0.58	0.35	0.75	0.67	0.58	0.74	0.85	0.55	0.57	0.82	0.64	0.57	0.58	0.62	0.69	0.56	0.42	0.61	0.67	0.86	0.53	0.74	0.43	0.46	0.9	0.8
CHEMBL562	0.69	0.63	0.43	0.73	0.6	0.82	0.72	0.67	0.89	0.54	0.67	0.7	0.67	0.5	0.72	0.48	0.85	0.76	0.58	0.74	0.67	0.92	0.74	0.63	0.66	0.82	0.89	0.97	0.46	0.62	0.69	0.45	0.93	0.87	0.75	0.6	0.46	0.65	0.76	0.6	0.9	0.47	0.95	0.92	0.98	0.3	0.6	0.58	0.61	0.9	0.61	0.58	0.92	0.91	0.81	0.67	0.75	0.56	0.34	0.63	0.38	0.51	0.63	0.51	0.69	0.81	0.96	0.74	0.6	0.93	0.57	0.71	0.51	0.62	0.39	0.64	0.69	0.73	0.65	0.49	0.26	0.41	0.99	0.91	0.43	0.54	0.45	0.79	0.83	0.71	0.47	0.7	0.7	0.75	0.89	0.71	0.56	0.64	0.51	0.7	0.0	0.64	0.41	0.65	0.62	0.71	0.53	0.85	0.61	0.67	0.36	0.47	0.75	0.79	0.73	0.46	0.28	0.62	0.54	0.86	0.75	0.76	0.86	0.71	0.66	0.72	0.7	0.48	0.69	0.6	0.72	0.62	0.91	0.64	0.92	0.75	0.77	0.95	0.75
CHEMBL56367	0.57	0.78	0.56	0.55	0.53	0.89	0.58	0.43	0.87	0.56	0.62	0.84	0.63	0.46	0.58	0.6	0.83	0.79	0.46	0.82	0.48	0.86	0.57	0.58	0.81	0.69	0.85	0.93	0.61	0.63	0.53	0.56	0.83	0.84	0.72	0.66	0.53	0.63	0.7	0.35	0.81	0.49	0.9	0.85	0.93	0.59	0.81	0.38	0.44	0.87	0.53	0.47	0.85	0.84	0.82	0.62	0.78	0.47	0.58	0.53	0.54	0.49	0.72	0.49	0.35	0.83	0.91	0.64	0.57	0.85	0.49	0.51	0.59	0.81	0.61	0.65	0.61	0.63	0.58	0.55	0.61	0.64	1.0	0.85	0.54	0.53	0.51	0.6	0.82	0.62	0.54	0.67	0.67	0.73	0.83	0.65	0.67	0.74	0.65	0.72	0.64	0.0	0.52	0.49	0.63	0.63	0.58	0.78	0.47	0.67	0.57	0.49	0.68	0.58	0.69	0.5	0.57	0.54	0.62	0.88	0.61	0.62	0.85	0.61	0.63	0.5	0.66	0.47	0.68	0.55	0.52	0.45	0.87	0.63	0.8	0.66	0.63	0.9	0.79
CHEMBL565	0.66	0.67	0.52	0.68	0.55	0.79	0.7	0.53	0.89	0.49	0.64	0.79	0.59	0.43	0.7	0.47	0.79	0.83	0.62	0.82	0.62	0.86	0.7	0.58	0.74	0.78	0.84	0.96	0.6	0.7	0.68	0.42	0.93	0.84	0.74	0.6	0.39	0.66	0.62	0.42	0.85	0.41	0.93	0.87	0.96	0.45	0.68	0.45	0.56	0.9	0.61	0.62	0.91	0.85	0.7	0.71	0.64	0.53	0.5	0.61	0.37	0.56	0.67	0.46	0.58	0.75	0.94	0.69	0.57	0.92	0.55	0.7	0.66	0.73	0.53	0.64	0.65	0.69	0.69	0.59	0.51	0.53	0.99	0.87	0.33	0.5	0.51	0.74	0.85	0.58	0.41	0.76	0.69	0.77	0.86	0.73	0.51	0.67	0.54	0.73	0.41	0.52	0.0	0.62	0.6	0.7	0.57	0.82	0.49	0.65	0.51	0.44	0.74	0.72	0.73	0.32	0.26	0.62	0.55	0.8	0.67	0.73	0.9	0.66	0.71	0.67	0.69	0.41	0.65	0.61	0.68	0.58	0.87	0.57	0.9	0.73	0.75	0.93	0.71
CHEMBL572	0.6	0.81	0.58	0.64	0.54	0.89	0.69	0.53	0.74	0.58	0.62	0.86	0.69	0.58	0.68	0.66	0.82	0.77	0.18	0.82	0.55	0.83	0.7	0.64	0.82	0.65	0.87	0.91	0.62	0.59	0.58	0.65	0.77	0.8	0.77	0.75	0.61	0.56	0.78	0.46	0.86	0.61	0.89	0.86	0.92	0.63	0.82	0.48	0.35	0.74	0.59	0.56	0.79	0.86	0.82	0.67	0.84	0.55	0.6	0.58	0.57	0.49	0.76	0.62	0.54	0.84	0.85	0.68	0.54	0.8	0.53	0.65	0.56	0.82	0.62	0.62	0.71	0.66	0.56	0.58	0.63	0.69	1.0	0.85	0.62	0.63	0.54	0.72	0.7	0.68	0.66	0.62	0.69	0.69	0.77	0.62	0.72	0.74	0.64	0.63	0.65	0.49	0.62	0.0	0.61	0.6	0.56	0.85	0.46	0.75	0.57	0.6	0.55	0.69	0.66	0.59	0.61	0.6	0.72	0.82	0.72	0.71	0.88	0.67	0.63	0.58	0.73	0.61	0.74	0.49	0.67	0.14	0.88	0.71	0.81	0.55	0.69	0.92	0.85
CHEMBL578	0.48	0.55	0.48	0.53	0.58	0.72	0.53	0.53	0.78	0.41	0.51	0.6	0.51	0.48	0.55	0.4	0.69	0.45	0.51	0.56	0.43	0.66	0.62	0.47	0.63	0.69	0.7	0.89	0.46	0.59	0.65	0.52	0.85	0.56	0.56	0.47	0.47	0.38	0.67	0.54	0.7	0.5	0.86	0.78	0.89	0.55	0.64	0.52	0.54	0.76	0.62	0.43	0.82	0.72	0.77	0.5	0.76	0.46	0.57	0.47	0.52	0.43	0.53	0.46	0.64	0.79	0.86	0.61	0.58	0.8	0.5	0.61	0.57	0.64	0.6	0.43	0.57	0.58	0.61	0.4	0.6	0.58	1.0	0.66	0.5	0.41	0.5	0.63	0.67	0.55	0.56	0.48	0.62	0.51	0.72	0.52	0.41	0.51	0.47	0.59	0.62	0.63	0.6	0.61	0.0	0.57	0.55	0.69	0.59	0.5	0.5	0.47	0.61	0.6	0.64	0.57	0.56	0.47	0.59	0.71	0.65	0.55	0.7	0.45	0.44	0.51	0.53	0.49	0.6	0.51	0.55	0.66	0.8	0.43	0.83	0.57	0.64	0.85	0.67
CHEMBL599	0.62	0.75	0.63	0.59	0.58	0.85	0.63	0.57	0.63	0.58	0.59	0.81	0.6	0.62	0.62	0.61	0.86	0.73	0.55	0.78	0.57	0.82	0.65	0.61	0.76	0.46	0.82	0.88	0.59	0.6	0.45	0.65	0.64	0.79	0.73	0.59	0.65	0.56	0.77	0.61	0.8	0.62	0.91	0.9	0.94	0.67	0.76	0.61	0.6	0.63	0.54	0.63	0.73	0.83	0.86	0.61	0.83	0.55	0.65	0.55	0.63	0.51	0.74	0.61	0.66	0.83	0.9	0.49	0.5	0.63	0.54	0.68	0.63	0.77	0.66	0.61	0.66	0.6	0.41	0.58	0.69	0.69	1.0	0.82	0.65	0.61	0.55	0.63	0.6	0.58	0.64	0.53	0.56	0.69	0.82	0.52	0.64	0.74	0.6	0.52	0.71	0.63	0.7	0.6	0.57	0.0	0.58	0.85	0.6	0.66	0.64	0.61	0.55	0.61	0.57	0.63	0.68	0.56	0.65	0.85	0.64	0.59	0.84	0.53	0.6	0.62	0.68	0.63	0.62	0.41	0.65	0.65	0.89	0.66	0.61	0.53	0.6	0.88	0.78
CHEMBL6	0.54	0.7	0.53	0.57	0.37	0.83	0.57	0.5	0.73	0.57	0.48	0.77	0.6	0.56	0.56	0.57	0.84	0.73	0.46	0.74	0.55	0.87	0.61	0.43	0.72	0.63	0.86	0.95	0.53	0.54	0.44	0.49	0.77	0.78	0.75	0.62	0.54	0.59	0.8	0.47	0.87	0.54	0.94	0.92	0.97	0.55	0.7	0.46	0.57	0.75	0.34	0.49	0.9	0.88	0.83	0.53	0.8	0.45	0.48	0.44	0.52	0.49	0.7	0.54	0.6	0.85	0.95	0.5	0.4	0.81	0.41	0.63	0.45	0.71	0.51	0.63	0.52	0.55	0.43	0.5	0.54	0.56	1.0	0.88	0.54	0.53	0.46	0.66	0.66	0.71	0.55	0.43	0.46	0.7	0.87	0.46	0.6	0.69	0.48	0.43	0.53	0.58	0.57	0.56	0.55	0.58	0.0	0.85	0.47	0.68	0.47	0.5	0.54	0.66	0.51	0.57	0.45	0.44	0.6	0.85	0.62	0.63	0.85	0.71	0.51	0.59	0.64	0.55	0.63	0.39	0.63	0.55	0.91	0.58	0.81	0.53	0.49	0.93	0.78
CHEMBL606759	0.86	0.72	0.76	0.85	0.82	0.75	0.87	0.77	0.88	0.77	0.87	0.5	0.85	0.76	0.88	0.71	0.6	0.5	0.84	0.63	0.72	0.71	0.89	0.8	0.82	0.9	0.63	0.87	0.75	0.84	0.85	0.84	0.9	0.69	0.42	0.85	0.79	0.84	0.91	0.78	0.66	0.82	0.82	0.67	0.79	0.81	0.83	0.75	0.81	0.87	0.82	0.79	0.85	0.63	0.78	0.76	0.94	0.82	0.87	0.8	0.82	0.81	0.51	0.72	0.79	0.85	0.86	0.86	0.82	0.87	0.8	0.87	0.79	0.78	0.88	0.83	0.88	0.87	0.84	0.74	0.83	0.77	1.0	0.58	0.81	0.74	0.82	0.87	0.87	0.83	0.83	0.8	0.89	0.51	0.7	0.86	0.83	0.61	0.8	0.9	0.85	0.78	0.82	0.85	0.69	0.85	0.85	0.0	0.82	0.87	0.84	0.78	0.87	0.86	0.91	0.85	0.84	0.81	0.86	0.76	0.88	0.83	0.71	0.82	0.78	0.84	0.87	0.8	0.88	0.83	0.84	0.84	0.68	0.73	0.87	0.84	0.88	0.84	0.8
CHEMBL623	0.49	0.77	0.57	0.52	0.44	0.89	0.53	0.46	0.72	0.57	0.45	0.79	0.57	0.49	0.52	0.58	0.85	0.75	0.45	0.81	0.53	0.85	0.64	0.54	0.8	0.56	0.88	0.89	0.62	0.66	0.49	0.61	0.77	0.81	0.7	0.71	0.51	0.6	0.75	0.36	0.87	0.49	0.88	0.81	0.95	0.62	0.78	0.39	0.49	0.73	0.48	0.6	0.84	0.89	0.83	0.55	0.76	0.41	0.62	0.56	0.6	0.52	0.73	0.51	0.54	0.86	0.88	0.54	0.34	0.77	0.47	0.64	0.51	0.8	0.64	0.63	0.48	0.42	0.54	0.56	0.61	0.64	0.99	0.81	0.58	0.63	0.47	0.55	0.64	0.6	0.59	0.6	0.52	0.65	0.75	0.56	0.7	0.7	0.55	0.5	0.61	0.47	0.49	0.46	0.59	0.6	0.47	0.82	0.0	0.66	0.54	0.5	0.6	0.52	0.48	0.57	0.53	0.57	0.65	0.83	0.47	0.53	0.82	0.65	0.58	0.59	0.63	0.46	0.61	0.43	0.62	0.5	0.84	0.48	0.8	0.59	0.59	0.89	0.8
CHEMBL629	0.51	0.67	0.56	0.44	0.66	0.81	0.32	0.62	0.87	0.55	0.47	0.77	0.49	0.46	0.35	0.47	0.86	0.8	0.69	0.78	0.6	0.84	0.4	0.58	0.66	0.65	0.84	0.87	0.56	0.64	0.72	0.55	0.88	0.83	0.72	0.48	0.5	0.46	0.49	0.64	0.86	0.35	0.82	0.84	0.88	0.64	0.68	0.66	0.68	0.88	0.61	0.56	0.91	0.87	0.84	0.56	0.64	0.61	0.61	0.58	0.62	0.63	0.71	0.49	0.67	0.74	0.91	0.63	0.69	0.84	0.71	0.43	0.71	0.7	0.64	0.44	0.4	0.51	0.7	0.56	0.64	0.65	1.0	0.81	0.6	0.58	0.63	0.53	0.76	0.53	0.53	0.68	0.5	0.74	0.8	0.53	0.44	0.71	0.47	0.65	0.67	0.67	0.65	0.75	0.5	0.66	0.68	0.87	0.66	0.0	0.56	0.42	0.63	0.5	0.58	0.57	0.6	0.55	0.52	0.83	0.55	0.54	0.63	0.42	0.62	0.56	0.22	0.42	0.47	0.69	0.38	0.74	0.85	0.43	0.86	0.62	0.54	0.79	0.58
CHEMBL633	0.61	0.61	0.45	0.66	0.51	0.82	0.62	0.6	0.85	0.48	0.64	0.67	0.64	0.38	0.63	0.39	0.81	0.73	0.49	0.71	0.61	0.85	0.66	0.61	0.65	0.74	0.85	0.93	0.45	0.56	0.61	0.38	0.88	0.8	0.71	0.56	0.33	0.58	0.73	0.52	0.86	0.32	0.89	0.83	0.94	0.35	0.66	0.51	0.48	0.86	0.5	0.55	0.89	0.86	0.79	0.61	0.8	0.45	0.13	0.54	0.35	0.41	0.62	0.36	0.65	0.8	0.92	0.72	0.55	0.89	0.5	0.65	0.47	0.62	0.24	0.57	0.64	0.69	0.57	0.36	0.31	0.47	1.0	0.83	0.4	0.49	0.44	0.71	0.77	0.7	0.44	0.61	0.67	0.7	0.87	0.62	0.53	0.61	0.45	0.66	0.36	0.57	0.51	0.57	0.5	0.64	0.47	0.84	0.54	0.56	0.0	0.36	0.67	0.7	0.7	0.41	0.34	0.54	0.52	0.81	0.71	0.66	0.8	0.64	0.58	0.68	0.57	0.29	0.64	0.49	0.65	0.55	0.87	0.57	0.89	0.67	0.68	0.88	0.72
CHEMBL637	0.57	0.6	0.38	0.56	0.49	0.77	0.49	0.46	0.87	0.43	0.56	0.68	0.55	0.22	0.5	0.36	0.8	0.72	0.53	0.7	0.51	0.84	0.57	0.55	0.62	0.71	0.82	0.91	0.41	0.54	0.58	0.3	0.9	0.77	0.63	0.51	0.27	0.54	0.65	0.43	0.83	0.19	0.87	0.84	0.92	0.42	0.64	0.42	0.52	0.88	0.43	0.51	0.9	0.84	0.79	0.5	0.74	0.42	0.4	0.5	0.4	0.43	0.6	0.29	0.52	0.78	0.91	0.66	0.55	0.87	0.55	0.56	0.56	0.64	0.44	0.51	0.54	0.61	0.6	0.38	0.45	0.46	1.0	0.78	0.35	0.38	0.45	0.62	0.77	0.62	0.26	0.65	0.58	0.67	0.81	0.59	0.44	0.58	0.39	0.68	0.47	0.49	0.44	0.6	0.47	0.61	0.5	0.78	0.5	0.42	0.36	0.0	0.66	0.61	0.65	0.36	0.4	0.49	0.35	0.82	0.63	0.57	0.71	0.53	0.58	0.59	0.45	0.2	0.58	0.51	0.54	0.59	0.84	0.47	0.88	0.65	0.63	0.85	0.62
CHEMBL64	0.48	0.8	0.67	0.47	0.55	0.88	0.5	0.55	0.68	0.59	0.49	0.85	0.56	0.67	0.48	0.68	0.84	0.82	0.56	0.81	0.58	0.83	0.57	0.54	0.81	0.44	0.84	0.9	0.66	0.59	0.55	0.72	0.75	0.82	0.79	0.71	0.7	0.55	0.7	0.57	0.86	0.68	0.86	0.83	0.91	0.74	0.81	0.58	0.62	0.67	0.49	0.58	0.85	0.86	0.85	0.61	0.78	0.61	0.71	0.49	0.68	0.6	0.79	0.7	0.65	0.8	0.88	0.49	0.57	0.73	0.62	0.61	0.64	0.82	0.73	0.55	0.55	0.53	0.46	0.59	0.73	0.78	1.0	0.85	0.72	0.67	0.63	0.58	0.54	0.66	0.73	0.55	0.37	0.74	0.81	0.27	0.65	0.78	0.59	0.44	0.75	0.68	0.74	0.55	0.61	0.55	0.54	0.87	0.6	0.63	0.67	0.66	0.0	0.56	0.55	0.68	0.71	0.51	0.75	0.85	0.59	0.56	0.82	0.61	0.53	0.5	0.6	0.69	0.61	0.48	0.54	0.51	0.84	0.6	0.77	0.06	0.41	0.89	0.8
CHEMBL643	0.42	0.79	0.69	0.4	0.61	0.9	0.32	0.5	0.79	0.68	0.44	0.84	0.5	0.63	0.35	0.65	0.88	0.78	0.67	0.84	0.59	0.85	0.45	0.54	0.8	0.41	0.86	0.89	0.66	0.69	0.6	0.72	0.74	0.81	0.74	0.6	0.68	0.57	0.63	0.53	0.81	0.62	0.85	0.85	0.92	0.76	0.81	0.55	0.61	0.8	0.56	0.58	0.9	0.83	0.88	0.48	0.73	0.45	0.75	0.53	0.74	0.6	0.78	0.64	0.6	0.83	0.92	0.55	0.63	0.74	0.63	0.52	0.68	0.82	0.76	0.6	0.39	0.42	0.6	0.63	0.74	0.75	1.0	0.8	0.73	0.7	0.62	0.12	0.7	0.57	0.71	0.57	0.47	0.74	0.8	0.49	0.68	0.77	0.61	0.58	0.79	0.58	0.72	0.69	0.6	0.61	0.66	0.86	0.52	0.5	0.7	0.61	0.56	0.0	0.54	0.71	0.74	0.54	0.7	0.88	0.15	0.23	0.73	0.55	0.52	0.5	0.46	0.62	0.44	0.61	0.44	0.69	0.85	0.48	0.75	0.53	0.44	0.8	0.78
