	CHEMBL101	CHEMBL1064	CHEMBL107	CHEMBL108	CHEMBL1089221	CHEMBL109	CHEMBL11	CHEMBL112	CHEMBL113	CHEMBL1177	CHEMBL12	CHEMBL1200688	CHEMBL1200714	CHEMBL1201082	CHEMBL1201088	CHEMBL1201089	CHEMBL1201093	CHEMBL1201097	CHEMBL1201288	CHEMBL123292	CHEMBL130	CHEMBL1314	CHEMBL1381098	CHEMBL139	CHEMBL1395	CHEMBL1411979	CHEMBL1430	CHEMBL1431	CHEMBL1440	CHEMBL1479	CHEMBL1503	CHEMBL154	CHEMBL1542	CHEMBL1560	CHEMBL1566	CHEMBL15770	CHEMBL159226	CHEMBL16	CHEMBL16068	CHEMBL16073	CHEMBL1609891	CHEMBL1628227	CHEMBL164290	CHEMBL165908	CHEMBL1697693	CHEMBL1697694	CHEMBL1697830	CHEMBL1697856	CHEMBL1790041	CHEMBL190	CHEMBL19224	CHEMBL193	CHEMBL20	CHEMBL203187	CHEMBL2037000	CHEMBL2105617	CHEMBL228514	CHEMBL23	CHEMBL232201	CHEMBL23832	CHEMBL25	CHEMBL26	CHEMBL267345	CHEMBL27	CHEMBL273386	CHEMBL2766015	CHEMBL288958	CHEMBL295416	CHEMBL295698	CHEMBL30	CHEMBL35	CHEMBL351487	CHEMBL374478	CHEMBL384467	CHEMBL388590	CHEMBL40	CHEMBL415	CHEMBL42	CHEMBL421	CHEMBL429	CHEMBL429023	CHEMBL44657	CHEMBL44814	CHEMBL44884	CHEMBL457	CHEMBL459	CHEMBL472	CHEMBL479	CHEMBL49	CHEMBL498	CHEMBL502074	CHEMBL502682	CHEMBL505	CHEMBL505513	CHEMBL514	CHEMBL517	CHEMBL521	CHEMBL521035	CHEMBL54	CHEMBL54349	CHEMBL562	CHEMBL56367	CHEMBL565	CHEMBL572	CHEMBL578	CHEMBL599	CHEMBL6	CHEMBL606759	CHEMBL623	CHEMBL629	CHEMBL633	CHEMBL637	CHEMBL64	CHEMBL643	CHEMBL646	CHEMBL6466	CHEMBL672	CHEMBL686	CHEMBL691	CHEMBL695	CHEMBL71	CHEMBL726	CHEMBL75880	CHEMBL782	CHEMBL8	CHEMBL806	CHEMBL822	CHEMBL83	CHEMBL833	CHEMBL843	CHEMBL85728	CHEMBL869	CHEMBL88	CHEMBL896	CHEMBL902	CHEMBL92401	CHEMBL95	CHEMBL964	CHEMBL986
CHEMBL646	0.52	0.81	0.72	0.45	0.52	0.91	0.43	0.63	0.66	0.66	0.31	0.86	0.58	0.67	0.42	0.69	0.9	0.83	0.59	0.85	0.62	0.91	0.51	0.51	0.81	0.47	0.91	0.88	0.7	0.67	0.53	0.72	0.68	0.86	0.81	0.71	0.71	0.56	0.74	0.64	0.92	0.66	0.89	0.9	0.94	0.75	0.79	0.66	0.71	0.69	0.55	0.61	0.84	0.92	0.91	0.55	0.74	0.61	0.73	0.58	0.76	0.68	0.81	0.69	0.69	0.87	0.93	0.39	0.44	0.67	0.63	0.57	0.65	0.82	0.74	0.63	0.39	0.32	0.55	0.67	0.75	0.77	0.99	0.88	0.76	0.71	0.63	0.57	0.58	0.64	0.73	0.55	0.37	0.77	0.82	0.47	0.7	0.79	0.62	0.35	0.73	0.69	0.73	0.66	0.64	0.57	0.51	0.91	0.48	0.58	0.7	0.65	0.55	0.54	0.0	0.74	0.7	0.58	0.72	0.89	0.51	0.56	0.8	0.65	0.6	0.56	0.54	0.66	0.53	0.55	0.52	0.68	0.89	0.52	0.71	0.54	0.41	0.89	0.79
CHEMBL6466	0.64	0.62	0.46	0.61	0.53	0.76	0.64	0.53	0.9	0.46	0.66	0.8	0.62	0.36	0.64	0.46	0.83	0.84	0.54	0.8	0.6	0.88	0.61	0.59	0.67	0.79	0.85	0.97	0.54	0.63	0.65	0.32	0.94	0.85	0.74	0.52	0.28	0.6	0.6	0.44	0.87	0.3	0.94	0.89	0.96	0.33	0.68	0.48	0.54	0.91	0.57	0.55	0.91	0.87	0.69	0.66	0.71	0.51	0.37	0.51	0.19	0.47	0.67	0.38	0.56	0.72	0.94	0.69	0.6	0.93	0.55	0.62	0.62	0.69	0.42	0.58	0.67	0.71	0.62	0.5	0.42	0.48	1.0	0.9	0.23	0.44	0.51	0.72	0.83	0.67	0.3	0.75	0.71	0.76	0.89	0.69	0.43	0.7	0.52	0.75	0.46	0.5	0.32	0.59	0.57	0.63	0.57	0.85	0.57	0.57	0.41	0.36	0.68	0.71	0.74	0.0	0.34	0.53	0.46	0.86	0.73	0.68	0.86	0.6	0.62	0.63	0.61	0.32	0.66	0.56	0.6	0.55	0.91	0.62	0.9	0.69	0.68	0.94	0.68
CHEMBL672	0.64	0.57	0.46	0.67	0.54	0.77	0.66	0.61	0.9	0.46	0.61	0.7	0.59	0.38	0.66	0.39	0.81	0.77	0.53	0.73	0.61	0.89	0.68	0.52	0.64	0.8	0.86	0.97	0.5	0.6	0.67	0.34	0.94	0.85	0.73	0.53	0.4	0.6	0.71	0.53	0.87	0.39	0.94	0.9	0.97	0.36	0.59	0.52	0.56	0.91	0.56	0.53	0.93	0.87	0.73	0.67	0.72	0.44	0.33	0.52	0.3	0.49	0.59	0.43	0.65	0.78	0.95	0.68	0.53	0.93	0.47	0.67	0.54	0.59	0.38	0.59	0.6	0.67	0.61	0.44	0.33	0.43	0.99	0.89	0.35	0.45	0.42	0.74	0.81	0.66	0.43	0.69	0.65	0.74	0.88	0.66	0.46	0.64	0.38	0.67	0.28	0.57	0.26	0.61	0.56	0.68	0.45	0.84	0.53	0.6	0.34	0.4	0.71	0.74	0.7	0.34	0.0	0.52	0.5	0.84	0.69	0.7	0.85	0.67	0.61	0.69	0.64	0.36	0.65	0.53	0.65	0.58	0.89	0.53	0.92	0.7	0.72	0.94	0.69
CHEMBL686	0.41	0.64	0.55	0.38	0.49	0.75	0.41	0.36	0.79	0.47	0.47	0.73	0.57	0.52	0.45	0.49	0.79	0.73	0.5	0.68	0.43	0.8	0.43	0.25	0.65	0.66	0.78	0.93	0.49	0.51	0.6	0.47	0.85	0.77	0.66	0.48	0.57	0.45	0.7	0.44	0.8	0.54	0.91	0.89	0.93	0.58	0.66	0.42	0.57	0.79	0.52	0.34	0.88	0.8	0.79	0.48	0.78	0.45	0.52	0.06	0.46	0.48	0.62	0.51	0.53	0.79	0.92	0.45	0.6	0.84	0.41	0.46	0.5	0.67	0.55	0.47	0.46	0.5	0.44	0.39	0.59	0.59	1.0	0.81	0.54	0.43	0.49	0.56	0.71	0.65	0.56	0.54	0.55	0.67	0.82	0.45	0.43	0.65	0.4	0.58	0.62	0.54	0.62	0.6	0.47	0.56	0.44	0.81	0.57	0.55	0.54	0.49	0.51	0.54	0.58	0.53	0.52	0.0	0.56	0.85	0.57	0.5	0.77	0.59	0.32	0.39	0.52	0.57	0.62	0.49	0.44	0.59	0.86	0.56	0.83	0.49	0.48	0.91	0.71
CHEMBL691	0.64	0.59	0.53	0.65	0.64	0.78	0.62	0.54	0.91	0.56	0.67	0.79	0.66	0.47	0.62	0.51	0.89	0.82	0.66	0.77	0.61	0.9	0.61	0.62	0.46	0.78	0.87	0.96	0.44	0.44	0.69	0.33	0.93	0.86	0.73	0.48	0.45	0.61	0.66	0.6	0.88	0.42	0.94	0.92	0.97	0.48	0.49	0.6	0.68	0.91	0.55	0.61	0.93	0.89	0.84	0.55	0.75	0.6	0.45	0.58	0.49	0.61	0.7	0.44	0.57	0.79	0.95	0.7	0.67	0.92	0.67	0.55	0.62	0.49	0.49	0.58	0.65	0.7	0.65	0.49	0.48	0.43	1.0	0.87	0.41	0.42	0.6	0.71	0.81	0.7	0.32	0.72	0.68	0.76	0.9	0.67	0.44	0.72	0.51	0.74	0.54	0.62	0.55	0.72	0.59	0.65	0.6	0.86	0.65	0.52	0.52	0.35	0.75	0.7	0.72	0.46	0.5	0.56	0.0	0.89	0.72	0.67	0.81	0.63	0.65	0.67	0.5	0.41	0.68	0.64	0.61	0.7	0.92	0.61	0.9	0.74	0.68	0.93	0.61
CHEMBL695	0.78	0.81	0.81	0.84	0.83	0.7	0.86	0.82	0.75	0.75	0.82	0.7	0.78	0.85	0.86	0.75	0.64	0.68	0.84	0.72	0.82	0.51	0.91	0.85	0.81	0.89	0.62	0.79	0.82	0.85	0.89	0.86	0.88	0.51	0.77	0.85	0.78	0.77	0.93	0.82	0.7	0.83	0.72	0.64	0.84	0.86	0.8	0.83	0.81	0.76	0.89	0.85	0.74	0.67	0.72	0.85	0.96	0.78	0.88	0.85	0.85	0.8	0.8	0.84	0.89	0.74	0.74	0.88	0.84	0.85	0.85	0.89	0.84	0.82	0.88	0.78	0.87	0.89	0.89	0.83	0.89	0.88	1.0	0.67	0.85	0.83	0.84	0.89	0.8	0.81	0.88	0.84	0.89	0.71	0.73	0.84	0.83	0.65	0.82	0.85	0.86	0.88	0.8	0.82	0.71	0.85	0.85	0.76	0.83	0.83	0.81	0.82	0.85	0.88	0.89	0.86	0.84	0.85	0.89	0.0	0.89	0.86	0.8	0.8	0.85	0.82	0.85	0.81	0.86	0.82	0.9	0.85	0.75	0.82	0.85	0.84	0.91	0.74	0.85
CHEMBL71	0.45	0.81	0.72	0.45	0.63	0.91	0.36	0.54	0.81	0.7	0.41	0.85	0.44	0.64	0.4	0.68	0.88	0.81	0.7	0.85	0.6	0.86	0.5	0.49	0.82	0.47	0.88	0.9	0.69	0.71	0.63	0.74	0.76	0.83	0.76	0.63	0.7	0.62	0.66	0.56	0.83	0.65	0.87	0.86	0.92	0.77	0.79	0.58	0.64	0.82	0.59	0.61	0.91	0.85	0.89	0.54	0.67	0.5	0.76	0.56	0.76	0.65	0.8	0.67	0.61	0.85	0.93	0.52	0.6	0.77	0.58	0.56	0.7	0.83	0.78	0.62	0.29	0.36	0.62	0.66	0.75	0.76	0.99	0.85	0.75	0.72	0.59	0.2	0.72	0.49	0.73	0.6	0.42	0.76	0.8	0.52	0.7	0.79	0.56	0.55	0.75	0.61	0.67	0.72	0.65	0.64	0.62	0.88	0.47	0.55	0.71	0.63	0.59	0.15	0.51	0.73	0.69	0.57	0.72	0.89	0.0	0.3	0.76	0.58	0.57	0.54	0.5	0.65	0.38	0.63	0.49	0.71	0.84	0.46	0.77	0.57	0.47	0.82	0.79
CHEMBL726	0.46	0.73	0.68	0.41	0.56	0.86	0.37	0.55	0.8	0.63	0.45	0.78	0.5	0.57	0.4	0.59	0.88	0.73	0.65	0.78	0.53	0.83	0.46	0.51	0.77	0.51	0.84	0.92	0.64	0.67	0.6	0.68	0.77	0.8	0.69	0.54	0.64	0.55	0.7	0.57	0.81	0.59	0.88	0.82	0.93	0.72	0.77	0.57	0.64	0.81	0.55	0.56	0.9	0.83	0.87	0.42	0.78	0.42	0.72	0.5	0.71	0.6	0.73	0.59	0.6	0.83	0.93	0.51	0.6	0.79	0.58	0.51	0.62	0.75	0.73	0.59	0.42	0.45	0.56	0.57	0.7	0.69	1.0	0.77	0.68	0.66	0.6	0.25	0.67	0.63	0.67	0.52	0.5	0.69	0.83	0.49	0.64	0.72	0.56	0.57	0.76	0.62	0.73	0.71	0.55	0.59	0.63	0.83	0.53	0.54	0.66	0.57	0.56	0.23	0.56	0.68	0.7	0.5	0.67	0.86	0.3	0.0	0.75	0.53	0.48	0.45	0.5	0.58	0.47	0.57	0.47	0.72	0.84	0.41	0.78	0.55	0.46	0.85	0.71
CHEMBL75880	0.76	0.74	0.74	0.74	0.83	0.73	0.68	0.81	0.86	0.8	0.75	0.67	0.75	0.71	0.69	0.78	0.74	0.64	0.83	0.58	0.76	0.71	0.75	0.77	0.73	0.85	0.72	0.8	0.76	0.8	0.83	0.84	0.87	0.72	0.66	0.82	0.78	0.72	0.88	0.82	0.74	0.74	0.73	0.72	0.74	0.86	0.76	0.82	0.84	0.85	0.79	0.75	0.86	0.75	0.89	0.75	0.92	0.81	0.86	0.77	0.88	0.78	0.7	0.72	0.89	0.86	0.85	0.8	0.83	0.8	0.84	0.76	0.82	0.78	0.87	0.7	0.71	0.71	0.82	0.73	0.84	0.84	1.0	0.6	0.87	0.79	0.77	0.74	0.77	0.78	0.83	0.8	0.73	0.69	0.58	0.73	0.79	0.73	0.71	0.82	0.86	0.85	0.9	0.88	0.7	0.84	0.85	0.71	0.82	0.63	0.8	0.71	0.82	0.73	0.8	0.86	0.85	0.77	0.81	0.8	0.76	0.75	0.0	0.7	0.73	0.76	0.65	0.75	0.74	0.82	0.69	0.9	0.68	0.67	0.86	0.78	0.73	0.71	0.73
CHEMBL782	0.54	0.73	0.57	0.44	0.68	0.8	0.5	0.57	0.81	0.52	0.54	0.8	0.4	0.51	0.52	0.57	0.8	0.72	0.63	0.74	0.54	0.72	0.55	0.59	0.74	0.62	0.77	0.85	0.61	0.69	0.66	0.64	0.82	0.76	0.7	0.48	0.58	0.45	0.59	0.59	0.73	0.55	0.83	0.83	0.86	0.68	0.74	0.61	0.59	0.8	0.68	0.57	0.74	0.79	0.82	0.63	0.7	0.59	0.68	0.58	0.63	0.45	0.7	0.56	0.67	0.75	0.8	0.59	0.68	0.77	0.6	0.58	0.73	0.76	0.7	0.4	0.55	0.57	0.6	0.56	0.7	0.72	1.0	0.75	0.61	0.58	0.46	0.57	0.72	0.21	0.6	0.63	0.61	0.68	0.65	0.58	0.52	0.73	0.57	0.64	0.71	0.61	0.66	0.67	0.45	0.53	0.71	0.82	0.65	0.42	0.64	0.53	0.61	0.55	0.65	0.6	0.67	0.59	0.63	0.8	0.58	0.53	0.7	0.0	0.61	0.49	0.48	0.56	0.5	0.64	0.49	0.7	0.8	0.53	0.74	0.58	0.61	0.8	0.67
CHEMBL8	0.48	0.65	0.58	0.48	0.55	0.79	0.47	0.5	0.77	0.57	0.5	0.7	0.59	0.58	0.48	0.56	0.77	0.66	0.51	0.65	0.46	0.8	0.57	0.41	0.68	0.65	0.79	0.92	0.5	0.55	0.61	0.61	0.82	0.74	0.66	0.57	0.62	0.53	0.75	0.56	0.79	0.63	0.9	0.86	0.92	0.63	0.68	0.52	0.58	0.75	0.57	0.39	0.89	0.8	0.84	0.45	0.81	0.5	0.6	0.3	0.56	0.5	0.63	0.59	0.59	0.82	0.91	0.54	0.6	0.82	0.45	0.58	0.5	0.69	0.62	0.53	0.5	0.5	0.49	0.45	0.64	0.66	1.0	0.77	0.63	0.53	0.53	0.55	0.65	0.68	0.66	0.5	0.56	0.61	0.8	0.46	0.55	0.66	0.44	0.57	0.66	0.63	0.71	0.63	0.44	0.6	0.51	0.78	0.58	0.62	0.58	0.58	0.53	0.52	0.6	0.62	0.61	0.32	0.65	0.85	0.57	0.48	0.73	0.61	0.0	0.48	0.58	0.63	0.64	0.53	0.52	0.64	0.84	0.53	0.85	0.5	0.52	0.89	0.76
CHEMBL806	0.34	0.74	0.61	0.29	0.57	0.8	0.37	0.39	0.77	0.53	0.4	0.82	0.49	0.56	0.41	0.63	0.82	0.76	0.53	0.72	0.39	0.79	0.42	0.41	0.75	0.63	0.82	0.91	0.62	0.62	0.64	0.65	0.78	0.78	0.74	0.61	0.63	0.43	0.65	0.42	0.83	0.63	0.86	0.85	0.91	0.69	0.75	0.45	0.59	0.77	0.61	0.35	0.84	0.84	0.83	0.52	0.75	0.53	0.69	0.39	0.65	0.57	0.73	0.62	0.5	0.77	0.87	0.48	0.63	0.82	0.58	0.36	0.64	0.75	0.71	0.45	0.43	0.46	0.6	0.56	0.71	0.73	1.0	0.8	0.64	0.57	0.6	0.53	0.69	0.58	0.65	0.57	0.52	0.7	0.75	0.46	0.56	0.73	0.6	0.58	0.72	0.5	0.67	0.58	0.51	0.62	0.59	0.84	0.59	0.56	0.68	0.59	0.5	0.5	0.56	0.63	0.69	0.39	0.67	0.82	0.54	0.45	0.76	0.49	0.48	0.0	0.52	0.64	0.59	0.6	0.38	0.58	0.84	0.54	0.8	0.47	0.46	0.88	0.72
